sentence1,sentence2,label
"童星香奈儿的照片","童星香奈儿的各种照片",1
"平安银行信用卡刷卡买美度手表有积分吗","平安银行信用卡可以积分兑礼品吗",0
"做面膜蛋黄还是蛋清","做面膜用蛋清还是蛋黄",1
"狗可以吃这种蛋果子吗？","这种果子叫什么？能吃么？",0
"跪求梦幻西游灵隐寺物价，给分","梦幻西游精英YY群29638324,灵隐寺，帅哥的集合体",0
"什么是反犬旁","反犬旁与什么有关",0
"如何学好英语音标","怎样才可以学好英语音标啊？",1
"你这么贱，家里人知道吗","你这么叼家里人知道吗",0
"姓刘，男孩起名","姓郑，男孩起名",0
"女儿好还是儿子好？","生儿子好还是生女儿好？",1
"您好注册的时候提示手机号被占用吗","就是注册的时候提示激活，激活的时候提示注册对吗？",0
"金鱼吃什么食物？","金鱼一般吃什么？",1
"有没有什么好看的电影推荐下","有没有什么好看的微电影？求推荐",1
"因为版说说助手下载","求一个说说刷赞软件",0
"杭州市区周边可以钓鱼的地方?","杭州城北那里有路亚钓鱼的地方。",0
"什么DIY面膜祛斑效果好","什么牌子的面膜祛斑效果好",0
"今年五一什么时候放假？","五一假期什么时候放假",1
"邓超和开心消消乐什么关系","杨幂和邓超什么关系",0
"珊瑚绒睡衣有什么好呢","珊瑚绒睡衣什么牌子最好",0
"王维被后人称为什么","王维李白杜甫并称什么",0
"兰花怎么画","兰花怎么养。",0
"您好，建议您联系淘宝客服咨询一下，是否退款成功，辛苦您了","您好，麻烦您联系淘宝客服咨询一下，是否退款成功，辛苦您了",1
"淘宝账号可以注销吗","淘宝账号注销后还能用吗",0
"想知道这位女神的名字","跪求这位女神的名字！",1
"胎盘能吃吗？","破了的牛仔裤还能做什么用？",0
"梦见被狗咬了","被猫咬了之不能吃什么？",0
"红烧肉怎样烧的好吃？","红烧肉怎么烧好吃？",1
"什么软件可以制作古风图片","什么软件制作图片最好",0
"谁能帮我家小狗起名字","我家小狗叫什么名字？",0
"有什么好看的悲情小说","有什么好看的悲情小说？",1
"微信怎样群发消息","微信如何群发消息，在哪里？",1
"吃香蕉有什么好处","香蕉对人有什么好处",1
"海贼王一共有几集?","海贼王一共800集么",0
"家书怎么写","家书怎么写？",1
"在县城开什么店好","在小县城开什么店好呢}",1
"山东有什么好吃的","大连有什么好吃的",0
"推荐一下什么电视剧好看","有什么好看的电视剧推荐一下",1
"帮我的宝宝起个小乳名吧！","给宝宝起个乳名！",1
"淘宝小号怎么充值才安全","怎么注册安全淘宝小号呢？",0
"木字加一笔可以变成什么字","木字加一笔都有什么字",1
"淘宝店铺好听的名字","推荐个淘宝好的店铺",0
"意大利的首都是那里","意大利首都是哪里",1
"哪些花儿吉他谱","《那些花儿》吉他谱",1
"龙斗士怎么快速升级？","龙斗士怎么快速升级",1
"图片出自哪里？","这个图片出自哪里？",1
"开十八座旅游车工资多少?","旅游区开观光车多少钱个月",0
"建议您在支付的时候选择一下支付的方式，辛苦您了。","您好，这个情况是由于您的快捷支付每日支付超限了，麻烦您换个方式支付下。",0
"人生得意须尽欢下一句是什么？","人生得意须尽欢，的下一句是什么",1
"帮小说起名字","帮小说人物起个名字",0
"把下列词语补充完整","把下列词语补充完整：",1
"那个动漫人物。或游戏","动漫种子、、、、",0
"谁有这张图原图","求这张图的原图！",1
"怎么让头发长的更快更柔顺","怎么把头发弄的柔顺",1
"这是哪里，什么国家","这是哪个国家钱",0
"什么运动能瘦全身？","什么运动瘦全身",1
"这个配置能玩剑灵吗？","这配置能玩剑灵吗？",1
"这是和田玉么","这是金丝楠木么",0
"这个是什么电器","那个是什么电器",1
"怎样查询交通违章","交通违章如何查询",1
"天天酷跑蒙面战神好抽么","天天酷跑蒙面战神是男还是女",0
"男人为什么喜欢吸胸","男人为什么喜欢吸胸乳",1
"太乏味什么意思","拉豆豆什么意思",0
"小学生的题，什么意思？怎么做？","上面的写近义词，下面的写反义词",0
"谢娜怀孕了吗","谢娜怀孕了么",1
"邮政小包怎么查啊","怎么查邮政小包到哪了",1
"秋天的落叶像()","秋天落叶的树有哪些",0
"用手机怎么升级系统？","手机怎么升级系统",1
"支付宝怎么用手机充值","手机支付宝怎么充值？",1
"有什么策略游戏好玩？","什么策略游戏最好玩",1
"热闹的近义词是什么？","热闹的近义词是什么啊",1
"电脑版我的世界，在哪里下载？","我的世界怎么下载电脑版？",1
"真分数和假分数","真分数比假分数",1
"大学生做哪些兼职能赚钱？","大家谈谈大学生做兼职容易挣钱的方式有哪些",1
"有什么好的英语学习网站没","语文的学习方法有哪些",0
"怎么让猪肉和牛肉吃起来一样味道","用牛肉膏泡过的猪肉和真牛肉味道一样吗",0
"马伊琍文章离婚了吗？","文章与马伊琍离婚了吗？",1
"执业医师资格证","考执业医师资格证",1
"什么东西天气越热,爬的越高","什么东西天气越热它爬的越高",1
"下水道的美人鱼在哪里看","哪里能看下水道里的美人鱼",1
"奇瑞和长安哪个好","奇瑞和长安的车哪个好一些",1
"生肖鼠的守护神是什么？","欲钱买守护神是什么生肖",0
"推荐几部电影呗，各位。","推荐几部电影",1
"什么音乐播放器最好用？","听音乐用什么播放器最好",1
"淘宝网怎样推广自己的店铺呢？","怎么样来推广自己的淘宝店铺.谢谢",1
"动画片熊出没之回家过年的插曲是什么","熊出没之过年的主题曲是什么？",0
"摩托车怎样打火？","摩托车怎么打火？",1
"求自己名字个性签名设计","我想设计自己名字的个性签名.",1
"大家来帮忙找一款游戏","帮忙找一款游戏！",1
"指甲厚是怎么回事阿","指甲有竖纹怎么回事",0
"中信银行信用卡中心电话按几号键人工服务","中信银行信用卡中心人工客服电话？",1
"我想下载微信","怎么我的群再附近搜不到的",0
"鲜人参如何保存","人参怎么保存",1
"无刘海无发型怎么办","李玹雨蘑菇头怎么剪李玹雨",0
"小米手机和魅族手机哪个好","小米和魅族哪个手机好",1
"这是什么组词","这是什么字？腈怎么组词",0
"蒸鱼豉油是什么","蒸鱼豉油什么时候放",0
"追比自己大的女生要怎么对待？","怎样追比自己高的女生",0
"十二生肖中什么动物最坚强","十二生肖最坚强的动物是什么",1
"我的世界怎么去城市？","我的世界城市怎么做？",0
"访问的近义词是什么？","访问的近义词是什么",1
"我的世界里地狱门怎么做？","我的世界怎么去地狱啊",0
"怎么系鞋带？","教你如何系鞋带",1
"刷牙的正确方法","正确的刷牙方法？",1
"我这是什么款式裙子呢","这裙子叫什么？求款式",1
"哪个牌子面膜便宜又好用","面膜哪个牌子好用又便宜",1
"求韩国电影《青春》裴斗娜演得","求《毛衣》日本电影",0
"人生最痛苦的两件事是什么","人生最痛苦的事情是什么",1
"苹果手机掉了还可以找回来吗？","如果苹果手机弄丢了怎么找回来？",1
"这是什么电影的海报啊？","这是什么电影还是海报？",1
"亲们，有用过瘦腿精油的么？哪个牌子真的有效","高抬腿能瘦腿吗?一天做多少能减下来啊?",0
"韩国女主播","姓杨的韩国明星",0
"这是什么动漫？在线等！","这是什么动漫在线等…",1
"皮筋怎么变手链","怎么用小皮筋编手链",1
"豆腐怎么做好吃》","豆腐怎么做好吃",1
"火车票怎么在网上改签","网上如何改签火车票",1
"戴眼镜的男生用什么发型好?","戴眼镜的男生用什么发型",1
"雨刮器怎么开","怎么换雨刮器",0
"疯狂的麦咭游戏在哪下载！","下载疯狂的麦咭游戏。",1
"请问这个女的叫什么？","请问这个兔子叫什么？",0
"日本骂人字什么打","一般地看叫什么看两个字",0
"火影和海贼王那个好看","海贼王和火影那个好看",1
"这什么牌子的鞋子，型号什么","这鞋子的牌子和型号",1
"属猪跟属鸡的配吗","属鸡和属猪好吗",1
"和练爱上上签差不多的小说","跟《无上皇座》差不多小说",0
"哪有个人简历空白表格下载","怎么下载空白的个人简历表格",1
"眷的同音字有哪些","匠的同音字有哪些",0
"奥运五环的五种颜色分别代表什么？","奥运五环中的五个环分别代表什么？",0
"有谁知道东姚镇东姚村在哪儿？！","谁知道东姚镇东姚村",1
"关于百度百科的问题","百度百科出问题了。",0
"吃苹果能减肥吗","吃苹果能减肥吗？",1
"怎么才能洗掉衣服上沾的油漆？","衣服上的油漆怎样洗掉",1
"洛克王国白发懒人怎么抓","洛克王国白发懒人这只怎么样？",1
"长痘痘挂什么科","长痘痘了要忌吃什么？",0
"寻找一部电影！","寻找一部微电影！",1
"用豆浆机榨苹果选择超浓香榨出来的好喝吗","用豆浆机榨苹果汁要几个苹果",0
"与蛇有关的中国电影有那些","中国的龙电影",0
"什么叫黄标车","黄标车是什么",1
"为您转接，可以吗","帮您转接可以吗",1
"如果改变自己的心态？","怎么改变自己的心态",1
"过年送礼送什么好","过年送礼送什么啊",1
"我是丹凤眼还是桃花眼","桃花眼还是丹凤眼？",1
"亡灵杀手无限曲玉版下载","亡灵杀手无限曲玉版叫什么？",0
"什么是毛囊炎？怎样治疗？","什么是毛囊炎，怎样治疗？",1
"怎么打？求打海岛奇兵","海岛奇兵这样的图怎么打？",1
"网上购物哪个网站好","网上购物哪个网站好？",1
"男士用什么面膜好","男士做什么面膜",0
"中国结怎么打","怎么画中国人",0
"杜甫的诗被称为什么？","杜甫的诗被称为什么。",1
"魔兽世界达拉然怎么去","魔兽世界达拉然在那里？怎么去？",1
"凯立德导航怎样升级","凯立德导航如何升级",1
"电子烟哪个品牌好？电子烟最好的品牌","进口电子烟哪个品牌好",1
"怎么看自己微博账号","怎么找自己的微博账号",1
"崇山峻岭的俊什么意思","崇山峻岭中的峻字是什么意思",1
"惠阳区人民医院怎么样啊","惠阳区人民医院怎么样",1
"正常精子什么颜色","正常的精子是什么颜色",1
"夏天什么花开？","夏天是什么花开",1
"把这个成语补充死而后()完整","流()失()将成语补充完整",0
"求弯矩图","求完美国际男剑灵代码",0
"加湿器，哪个牌子好？","加湿器哪个牌子好",1
"能找个人聊天么？","我真的好想赚钱…",0
"戬浜镇哪里有鸡婆","鸡哪里有鸡婆",0
"可乐加味精吃了会怎么样？","可乐加味精喝了会怎么样",1
"这种鱼叫什么名字？","这种刀的名字",0
"什么样的软件看书最好","5250用什么样的看书软件比较好。",0
"别人借车，怎么拒绝","如何拒绝借车",1
"新华银怎么样？","新华银怎么样？好么？",1
"中国第一个皇帝是谁？叫什么？","中国第一个皇帝叫什么",1
"鼓励的近义词是什么？","鼓励的近义词是什么",1
"红领巾是指什么","什么着红领巾",0
"带和字的餐馆名字","姓唐的男生名，写小说用",0
"冰箱什么牌子最好","买什么牌子冰箱最好？",1
"我和别人视频别人看不到我是怎么回事","和别人视频人家看不到我怎么回事",1
"李湘的女儿叫什么","姓蒋的男明星谁最帅",0
"为什么玩节奏大师总是进不去？","为什么安卓版节奏大师进不去",1
"头发少如何长多？","头发怎么才能长多？",1
"嗯嗯辛苦您了我会被您备注清楚的哈","第一个不知道的话空着，第二个填写下公司名称",0
"求霸王爱人漫画全集。","求霸王爱人的漫画全集",1
"天天酷跑如何卡坐骑","天天酷跑咋抽坐骑来",0
"建议您在1-3个工作日关注一下的，辛苦了。","辛苦您截图下6.1-6.3日明细给我下可以吗",0
"天猫和淘宝的区别？","淘宝和天猫区别？",1
"你出钱我帮你办事","想把我唱给你听的原版伴奏",0
"什么音乐播放器音质最好？","什么音乐播放器音质最好",1
"游戏人生还可以开通吗？","刷完乳胶漆，还想贴壁纸好吗",0
"怎样把长头发弄成这样？","怎么把头发弄成这样",0
"迅雷精简版和迷你迅雷","迷你迅雷和迅雷精简版哪个好",1
"什么颜色的唇膏好看？","什么颜色唇膏好看",1
"类似与重生之完美一生的小说","类似重生之完美一生的小说",1
"僵尸叔叔僵尸谁演的","僵尸叔叔扮僵尸的是谁",1
"冰封:永恒之门哪能看？","冰封：永恒之门哪能看？",1
"社会学专业毕业生的就业方向是什么？","当今社会学什么专业比较好？",0
"请问这个美女是谁？叫什么名字啊？","请问这个美女叫什么名字啊",1
"西安哪里好玩？","西安哪里好玩",1
"有什么手机游戏好玩推荐一下","有什么手机游戏好玩，推荐一下",1
"电子信息工程是什么专业？","电子信息工程是学什么的？",1
"奠基是什么意思？","NaN是什么意思？",0
"怎样在手机土豆网下载视频","土豆网的短视频怎么下载到手机上",1
"微信验证码收不到","阿里旺旺不能聊天",0
"为什么总觉得活着没意思呢？","人为什么活着？最今总感觉没意思？",0
"好的，如果是这样，辛苦您删除这个银行卡，重新绑定一下，麻烦您了。","您好，建议您把银行卡撤销，重新绑定一下的，麻烦了。",1
"有嘀嘀打车快速抢单软件下载吗?","嘀嘀出行和滴滴打车一样吗?要重新下载嘀嘀出行吗",0
"中国地质大学（武汉）自然地理考研","中国地质大学（北京）考研地理学地理信息系统",0
"怎样提高自己的语言组织能力啊？","如何提高语言组织能力",1
"猫狗像什么(打一成语","蛇？虎？(含有动物的成语)",0
"长春妇科检查哪家好","长春哪家妇科医院好",1
"谁推荐几首好听的歌","谁有好听的歌推荐几首！",1
"我姓孔却不能图片","我姓石却不能图片",0
"汕头哪里招暑假工","汕头哪里有暑假工",1
"怎样让自己的眉毛变浓？","如何使眉毛变浓点？",1
"床戏激烈吻戏多的电影有哪","哪里有得看电影匆匆那年？",0
"空气净化器对人体有副作用吗？","空气净化器真的有作用吗？",0
"请问这头发是什么颜色？","请问这样的头发是什么颜色",1
"淘宝如何提高销量？","怎么提高淘宝销量",1
"我想卖袜子去哪批发？","我想买股票怎么买啊新手",0
"枸杞泡红枣有什么功效","大枣枸杞泡水有什么功效与作用",1
"当(第一声)组词","刺第一声组词",0
"羽绒服什么牌子好","这羽绒服是什么牌子的？",1
"充电宝可以带上飞机吗？","这个充电宝可以带上飞机吗？",0
"滑雪大冒险无限金币","滑雪大冒险无限金币版",1
"刻舟求剑的道理是什么","刻舟求剑讲得是什么故事内容",0
"深圳合租记狐狸手机铃声叫什么","深圳合租记狐狸的手机铃声是什么",1
"这韩国女主播叫什么名字？","这个韩国女主播叫什么名字？",1
"请问您是使用的银行卡进行操作的付款的还是使用的网银进行付款的？","您好，您可以电脑上使用他人储蓄卡网银操作花呗还款",0
"请问是什么原因无法联系呢？","我知道什么我就会告诉您什么。",0
"拍照的姿势都有什么？","拍照拜什么姿势好",1
"吃什么可以补锌","吃什么能补锌和钙",0
"什么东西是不用手拿的","拿什么东西不用手?",1
"堂哥结婚该送什么礼物呢？","堂哥结婚送什么礼物好了",1
"主人公是龙的小说有哪些啊","女主人公叫月紫兮小说",0
"我想下载，搜狐视频。","给个可以下种子的网站！",0
"历史故事的成语有","写有关历史故事的成语",1
"睫毛膏什么牌子好用？","什么牌子的睫毛膏好用？",1
"是的哦，是需要您港澳居民往来内地通行证+国内银行卡打款。","港澳居民来往内地通行证+您本人的大陆银行账户；",0
"动漫女生，可爱头像","可爱动漫女生头像",1
"北京哪里好玩啊？","北京哪里好玩？",1
"女孩喜欢男孩摸你胸和阴吗","你喜欢男孩还是女孩？",0
"分歧的意思是什么？","分歧是什么意思",1
"岳阳县黄沙街杨然村老年人广场舞比赛结果","中老年广场舞",0
"怎么才能下载喜爱夜蒲？","怎么下载喜爱夜蒲",1
"天兵天将是什么生肖","天兵天将是什么生肖？",1
"梦见黑狗咬自己","梦见被黑狗追",1
"哪里可以买到安眠药，大量！","安眠药在哪里可以买到",1
"冷清的反义词是什么。","冷清的反义词是什么？",1
"洁面乳和洗面奶的区别是什么？","洁面乳和洗面奶的区别是什么？",1
"最好吃的泡面是什么牌子？","什么牌子什么味的方便面最好吃",1
"理直气壮对什么？","什么是理直气壮",0
"亲，这个小二也是无法帮您的呢","麻烦亲告诉小云支付的时间，方便小云马上查询",0
"知识真的能改变命运吗","知识真的可以改变命运吗？",1
"产科男医生在那里能看完","从哪里能看产科男医生",1
"姚明奥尼尔哪个更厉害？","赵文卓和甄子丹哪个厉害？",0
"这张图片是什么动漫？","这张图片是哪个动漫？",1
"艾尔之光为什么玩不了","为什么艾尔之光玩不了",1
"为什么睡醒了之后还困呢?","为什么睡醒了依然眼困?",1
"天天飞车游戏数据异常","天天飞车游戏玩家升级",0
"大姨妈刚走做爱会怀孕么？","女生来月经时做爱会有什么坏处？",0
"剑灵雪花去哪里刷","剑灵雪花哪里刷",1
"沈阳现在天气怎么样？","沈阳的天气怎么样现在?",1
"如何扩大手机运行内存？","怎样扩大手机运行内存？",1
"找一首经典老歌","找一首经典老歌！",1
"女生说男生可爱是什么意思？","女生说男生可爱什么意思",1
"手机内存卡怎么格式化？","手机内存卡怎么格式化",1
"微店怎么做才有生意呢","怎么才能让微店有生意呢",1
"这种围巾的织法是什么，叫什么针","这种围巾的织法叫什么？",1
"皮肤病该怎么治疗呢？","身体起了皮肤病，该怎么治疗",1
"这女的叫什么名字啊","这女的是谁求名字？！",1
"海泉的老婆是谁","海泉的老婆是谁啊",1
"红酒配什么水好喝些","什么红酒好喝",0
"网上哪里可以买到香烟","网上哪里能买到520香烟",0
"很抱歉，兴业银行的服务时间是;00","很抱歉，预计在今天23",0
"穿越到斗破的小说","求穿越到斗破苍穹里的小说",0
"数轴的三要素","画数轴的三要素",1
"三星笔记本电脑怎么样？","三星笔记本电脑如何…",1
"天上飞的都有什么？","什么是天上飞的",1
"如何快速睡着","如何快速睡着？",1
"小平果跳舞","歌曲小平果",0
"刘诗诗跟杨幂谁更漂亮？","你们觉的郑爽和杨幂谁好看",0
"赛尔号希路达在哪怎么抓","赛尔号的希路达怎么抓在哪抓",1
"世界上最毒的蛇是什么蛇？","世界上什么最毒的是什么鸟",0
"开网店需要个什么软件？","开网店需要买什么软件？",1
"同志是什么意思啊？","同志是什么意思？",1
"这上面是什么字体？","这个上面的字是什么字体",1
"这女的是谁求名字","这女的叫什么名字。",1
"今天的大盘为什么涨这么多","今天大盘为什么会跌这么多？",0
"梦见别人的老婆来了","梦见娶别人的老婆",0
"周大福ctf2年青一代银饰手链多少钱？","周大福今日银饰多少钱一克",0
"机械工程测试技术课后习题答案","机械工程测试技术基础课后答案",0
"奥特曼为什么真么厉害","为什么sfc赛文奥特曼电脑这么厉害",0
"爱情保卫战报名","我想报名爱情保卫战",1
"中年人脚抽筋是什么原因","中年人腿经常抽筋是什么造成的,怎么治",1
"怎样去除衣服上的异味","怎样去除新衣服的异味",1
"粉是什么意思？","被粉什么意思",0
"我这配置可以玩洛奇英雄传吗","我这配置能玩洛奇英雄传么",1
"建议您查看一下银行卡明细的，辛苦您了","建议您明天的24点之前去银行查询一下银行的账单明细的，辛苦您了。",0
"辛苦您查询下花呗的账单。","辛苦您核实花呗的额度",0
"雅诗兰黛眼霜怎么样？","全方面点评雅诗兰黛眼霜效果怎么样",1
"头发长的慢是什么原因","头发长的快什么原因？",0
"这个人是什么动漫里的？","这什么动漫里的？",1
"对手,你好阅读答案","对手，阅读的答案你好",1
"江苏理工学院商学院每年中财通过率是多少","江苏理工学院大二学生开学应交多少学杂费?",0
"有哪些好听的歌？","有哪些好的网站可以下载单机游戏",0
"潜规则做什么的","什么是潜规则？",1
"小说《异世之风流大法师》","类似异世之风流大法师的小说",0
"死神同人漫画","求柯哀各种同人漫画",0
"您客气了(*^__^*)，您对我服务的满意就是我最大的动力(*^▽^*)。","您好在的哦亲(*^__^*)请问您的银行卡是哪个银行的呢，储蓄卡还是信用卡呢(*^__^*)",0
"浙江卫视直播在线观看官网是哪个？","浙江卫视在线直播网地址是什么？",1
"去哪里旅游便宜又好玩","哪里旅游又便宜有好玩",1
"歌词是你一定要幸福,什么满足,叫什么名字","一定要幸福歌词是什么",0
"做牛轧糖为什么放棉花糖","煮羊肉怎么去除膻味",0
"图片中的狗狗是什么品种的","图片上狗狗的品种是是什么？",1
"第三季恶魔高校","恶魔高校第三季",1
"手机百度云怎么用","百度云手机版怎么用",1
"怎么去掉脸上的麻子？","如何去掉脸上的麻子啊？",1
"正规的网上买药网站有哪些？","网上买药的正规网站有哪些？",1
"政治学原理08作业答案","09年春政治学原理作业3",0
"求姐姐我们恋爱吧动漫","求动漫《姐姐我们来恋爱吧》！",1
"上海长风海洋世界怎么去方便？","上海长风海洋世界从虹桥坐地铁怎么去？",0
"七夕送女朋友什么礼物好","七夕送什么给女朋友最好",1
"绝望的意思是什么","绝望是什么意思？",1
"微信怎么交朋友？","怎么用微信交朋友？",1
"来自星星的你，会拍第二部吗？","来自星星的你会出第二部吗？",1
"游戏王讲的是什么文","游戏王这些卡都是什么",0
"建行网上怎么交罚款","工行网上怎么交违章罚款",0
"王源喜欢姓什么的人","王源喜欢什么？",0
"如何下载酷狗","酷狗我的最爱怎样下载",1
"赛尔号奈尼芬多怎么打啊","赛尔号奈尼芬多怎么打最简单",1
"者开头的词语有什么？","扑开头的叠词语有什么",0
"什么东西不能放在冰箱里","什么东西不能放在冰箱？",1
"炎亚纶有女朋友吗？是谁","炎亚纶有女朋友吗？",1
"赛尔号换龙斗士号","赛尔的号换龙斗士。",1
"关于安全的手抄报怎么写？","安全手抄报怎么画？",1
"鱿鱼须怎么洗","鱿鱼黄怎么吃",0
"女生做什么工作好？","女生做什么工作好",1
"离婚的主要起因是什么","人与人离婚的主要起因是什么？",1
"茄子门全集，哪个有","谁有步步惊心全集？",0
"微信怎么群发","微信怎么群发？",1
"淡妆浓抹总相宜的上一句是","淡妆浓抹总相宜上一句",1
"空间名的空格怎么打啊","空间写说说怎么打空格",1
"谁帮我打功夫派进阶","谁帮我功夫派进阶啊！",1
"哪可以看一个人的武林","一个人的武林，在那能看",1
"最近有好什么好玩的游戏么？","最近啊有什么好玩的游戏啊",1
"这样的话您在手机可以操作吗","这个您可以在手机操作的",0
"苹果手机怎样可以通话时录音","苹果手机在通话中如何录音？",1
"挖掘机技术哪家弱？","学挖掘机技术哪家强？",1
"如何修改米聊密码？","怎么修改密码",0
"天天吃韭菜炒鸡蛋有什么坏处","吃韭菜炒鸡蛋不能吃什么",0
"汽车刹车灯开关生锈怎么办","汽车碟刹片生锈怎么办",0
"地西泮片吃多少会死","吃洗衣粉会死吗",0
"班草是什么意思","班草是什么意思？",1
"被挡访客怎么查看","贴吧访客怎么查看啊",0
"今天谁去快乐大本营","今天快乐大本营有谁，",1
"帮硪取个好听的名字。要带瞳的。","帮我起一个好听的游戏名字",0
"奥拉星怎样盗号","奥拉星如何盗号",1
"红酒什么牌子好？","红酒什么牌子好",1
"为什么我喜欢美女？","我喜欢你，美女",0
"椭圆形怎么画","椭圆形怎么画出来的",1
"求泰迪熊电影","盗墓笔记电影出了吗",0
"滨州情侣婚纱摄影和玛雅风情一个老板吗","亭林玛雅婚纱摄影提供鞋子吗",0
"什么时候是春运？","什么时候过春运？",1
"男人没有女人该怎么办","女人没有男人陪却想插该怎么办",0
"怎么取消星影联盟的关注？","星影联盟怎样取消关注？",1
"什么是常州特产","常州有什么特产",1
"怎么去掉脸上的汗毛","怎么能去掉脸上的汗毛？",1
"怎么下载手机来电铃声啊","如何下载手机来电铃声",1
"这边核实到您的账户是没有进行任何认证的，是需要操作一下认证的","这边核实到您的账户是没有进行任何认证的，是需要操作认证的",1
"内增高鞋垫怎么样","如何自己做内增高鞋垫",0
"电动牙刷什么牌子的好","电动牙刷什么牌子比较好，价钱多少",1
"鸡蛋壳能补钙不","吃鸡蛋壳能补钙吗",1
"屌丝怎么逆袭女神？","屌丝如何逆袭女神！",1
"这是什么品牌。","这是什么品牌呀",1
"奔跑吧兄弟第二季有哪些人","奔跑吧兄弟里有哪些人",0
"潮流前线买的衣服","鞋子买的太大了",0
"明晓溪的所有小说","明晓溪小说、",1
"好男人的标准是什么呢","坏男人的标准是什么？",0
"做什么运动可以练腹肌呀","什么动作可以锻炼腹肌",1
"谁有电视剧盗墓笔记全集！","谁有盗墓笔记全集啊，跪求",1
"苹果手机的客服电话？","苹果手机怎么才能省电。",0
"欧派橱柜的质量怎么样？厨具呢？","欧派橱柜怎么样，价格高吗？",0
"脸上的伤疤怎么去掉","脸上有伤疤怎么去掉？",1
"陪点点是什么意思","点点入地是什么意思",0
"太阳系中逆转的行星是","星的山是小学语文课文吗",0
"看看我家的猫是什么品种","帮看看我家的猫是什么品种！",1
"怎样诱惑男人","怎么做最诱惑男人",1
"陶瓷是怎样做出来的","陶瓷都是泥巴做出来的吗",0
"谁知道有什么万能播放器","什么播放器才是真正的万能播放器",1
"花鲶鱼怎么做","怎样做鲶鱼食",0
"微博咋下载的","如何下载微博",1
"有哪些好看的韩剧","好看的综艺节目有哪些？",0
"手机怎么下载搜片神器","谁知道搜片神器怎么下载",1
"上海好的骨科医院","上海哪个医院骨科好",1
"新浪微博安全邮箱怎么回事啊?","新浪微博绑定邮箱写错了，怎么办",0
"武汉哪里好玩啊？","武汉哪里好玩？",1
"新手机电池充不上电","手机电池充不上电",1
"我想网上贷款怎么贷","我想改名字要怎么做？",0
"有什么方法能让眼睛快速消肿？","有什么方法可以让眼睛快速消肿？",1
"ドナッツ中文名字是什么？","它的中文名字是什么？",0
"酷管家在哪里下载？","酷管家从哪里下载呀",1
"是您的支付宝页面","亲，是支付宝页面的吗",0
"刘德华现在的女朋友是谁?","刘德华的前任女友是谁。",0
"郁闷什么意思","郁闷是什么意思",1
"第一次约会该去哪里","第一次约会你选在哪里？",1
"各国的动物国宝","各国国宝动物",1
"这是什么品种的兰花啊","这是兰花的什么品种",1
"问一个火柴人的小游戏","一个火柴人小游戏",1
"有什么关于恐龙的电影","与恐龙有关的电影除了侏罗纪公园还有什么好看的",0
"他妈的什么意思","去他妈的什么意思",0
"算算我的命","算算我是什么命",1
"乱舞三国中怎么刷金砖","乱舞三国怎么刷金砖啊",1
"柯震东是什么脸型。？。？","喝一半，流一半这个谜底是什么？",0
"有关于日本偶像动画片","关于偶像的日本动画片",1
"怎样扎头发简单又好看","怎样梳的头发又简单又好看",1
"关于崴脚的问题","关于瓜的问题",0
"怎么在网站上发帖？","网站上怎样发帖",1
"帮我看看这块石头是什么石","这帮我看看这块石头有没有价值，是什么石头。",1
"开家电维修店大约需要多少钱","开一家家电店要多少钱啊",0
"割包皮挂什么科","什么人可以不割包皮",0
"侠盗飞车手机版在哪里下载","那里能下载手机版的侠盗飞车",1
"中邮核心成长基金10000元有多少份额","中邮核心成长基金现在的净值是多少",0
"搞笑视频的网站有哪些？","哪些网站有特别搞笑的视频？",1
"迅雷播放器怎么卸不掉啊","百度影音不能用了怎么办",0
"什么样的千眼菩提子好","什么样的千眼菩提子品相好",1
"龙飞凤舞不一般的生肖是什么？","龙飞凤舞什么生肖",1
"怎样才可以保持年轻的心态","如何保持心态年轻？",1
"这配置可以玩热血无赖吗","这配置玩热血无赖怎么样？",1
"如何将新浪微博删除啊？","如何删除新浪微博",1
"推荐几本好书来","推荐几本好书呗",1
"喜羊羊与灰太狼的大结局是什么","喜羊羊大结局是什么",1
"怎么注册微信账号","微信怎么注册账号",1
"太阳神是传销吗？","城管是公务员吗？",0
"怎么把东西挂在天猫","怎么在天猫上买东西。",0
"赛尔号的希路达怎么抓在哪抓","赛尔号希路达咋抓",1
"这是什么水果","这是什么水果啊？",1
"计算机程序设计艺术是不是用汇编写的程序？","计算机程序设计艺术好吗？",0
"美团怎么改密码","淘宝登录密码从哪弄",0
"您好，您的淘宝昵称是？","您好，请问您是淘宝的昵称吗？",0
"天空之城简谱双手","天空之城双手简谱",1
"多吃什么清内热","内热吃什么？",1
"您先不要着急，请问您是提现到什么银行，大约多少金额，您还记得吗？","您好，请您先不要着急，请问您是否修改过助学贷款账户的初始密码？",0
"拍拖什么意思？","拍拖是什么意思？",1
"不客气的，如果还是不能操作，建议您换个时间操作的，麻烦您了。","建议您操作一下打款认证，如果无法操作只能更换一下银行卡操作的，麻烦您了。",0
"什么牌子的指甲油比较好","什么牌子指甲油最好用，无色的",0
"卡门是指什么？","卡门是什么歌",0
"虚拟光驱的图标怎么删除","虚拟光驱图标怎样删除",1
"蜜蜂挂在日历上(打一成语)","世界上最小的邮箱(打一成语)",0
"网上创业有什么好项目呢","网上创业有什么好项目啊",1
"一个人一只豹子是什么成语","一只豹子一个人是什么成语",1
